
Training model with learning rate: 0.5
Epoch 100/3000 | Loss: 4.3605
Epoch 200/3000 | Loss: 3.8682
Epoch 300/3000 | Loss: 3.0400
Epoch 400/3000 | Loss: 3.4526
Epoch 500/3000 | Loss: 3.1385
Epoch 600/3000 | Loss: 2.9764
Epoch 700/3000 | Loss: 3.5418
Epoch 800/3000 | Loss: 3.6811
Epoch 900/3000 | Loss: 4.2425
Epoch 1000/3000 | Loss: 3.5732
Epoch 1100/3000 | Loss: 3.0945
Epoch 1200/3000 | Loss: 3.1196
Epoch 1300/3000 | Loss: 3.7390
Epoch 1400/3000 | Loss: 2.8735
Epoch 1500/3000 | Loss: 3.0781
Epoch 1600/3000 | Loss: 3.5807
Epoch 1700/3000 | Loss: 3.0536
Epoch 1800/3000 | Loss: 2.9618
Epoch 1900/3000 | Loss: 3.3740
Epoch 2000/3000 | Loss: 4.2458
Epoch 2100/3000 | Loss: 3.1813
Epoch 2200/3000 | Loss: 4.4379
Epoch 2300/3000 | Loss: 3.2034
Epoch 2400/3000 | Loss: 3.2824
Epoch 2500/3000 | Loss: 3.1542
Epoch 2600/3000 | Loss: 2.8705
Epoch 2700/3000 | Loss: 2.9847
Epoch 2800/3000 | Loss: 3.4360
Epoch 2900/3000 | Loss: 2.8705
Epoch 3000/3000 | Loss: 3.2129


Training completed for learning rate 0.5. Final loss: 3.212862548828125



Training model with learning rate: 0.1
Epoch 100/3000 | Loss: 2.6462
Epoch 200/3000 | Loss: 2.5618
Epoch 300/3000 | Loss: 2.5377
Epoch 400/3000 | Loss: 2.5777
Epoch 500/3000 | Loss: 2.5658
Epoch 600/3000 | Loss: 2.5465
Epoch 700/3000 | Loss: 2.4659
Epoch 800/3000 | Loss: 2.6077
Epoch 900/3000 | Loss: 2.4301
Epoch 1000/3000 | Loss: 2.4368
Epoch 1100/3000 | Loss: 2.3549
Epoch 1200/3000 | Loss: 2.3879
Epoch 1300/3000 | Loss: 2.4365
Epoch 1400/3000 | Loss: 2.3904
Epoch 1500/3000 | Loss: 2.1735
Epoch 1600/3000 | Loss: 2.1919
Epoch 1700/3000 | Loss: 2.5077
Epoch 1800/3000 | Loss: 2.4931
Epoch 1900/3000 | Loss: 2.3566
Epoch 2000/3000 | Loss: 2.3504
Epoch 2100/3000 | Loss: 2.4135
Epoch 2200/3000 | Loss: 2.7172
Epoch 2300/3000 | Loss: 2.3560
Epoch 2400/3000 | Loss: 2.4694
Epoch 2500/3000 | Loss: 2.5239
Epoch 2600/3000 | Loss: 2.3834
Epoch 2700/3000 | Loss: 2.6392
Epoch 2800/3000 | Loss: 3.6835
Epoch 2900/3000 | Loss: 2.7160
Epoch 3000/3000 | Loss: 2.5240


Training completed for learning rate 0.1. Final loss: 2.5240461730957033



Training model with learning rate: 0.05
Epoch 100/3000 | Loss: 2.7122
Epoch 200/3000 | Loss: 2.4352
Epoch 300/3000 | Loss: 2.1116
Epoch 400/3000 | Loss: 2.2787
Epoch 500/3000 | Loss: 2.3340
Epoch 600/3000 | Loss: 2.1328
Epoch 700/3000 | Loss: 2.2803
Epoch 800/3000 | Loss: 2.2985
Epoch 900/3000 | Loss: 2.2536
Epoch 1000/3000 | Loss: 2.3101
Epoch 1100/3000 | Loss: 2.1715
Epoch 1200/3000 | Loss: 2.2704
Epoch 1300/3000 | Loss: 2.3220
Epoch 1400/3000 | Loss: 2.4257
Epoch 1500/3000 | Loss: 2.1081
Epoch 1600/3000 | Loss: 2.2878
Epoch 1700/3000 | Loss: 2.0259
Epoch 1800/3000 | Loss: 2.1612
Epoch 1900/3000 | Loss: 2.2043
Epoch 2000/3000 | Loss: 1.9208
